title,movie_id,cast,crew
Cop Land,2142,"['Sylvester Stallone', 'Harvey Keitel', 'Ray Liotta']",['James Mangold']
Not Another Teen Movie,11397,"['Chyler Leigh', 'Chris Evans', 'Jaime Pressly']",['Joel Gallen']
End of Watch,77016,"['Jake Gyllenhaal', 'Michael Peña', 'Natalie Martinez']",['David Ayer']
The Skulls,11478,"['Joshua Jackson', 'Paul Walker', 'Hill Harper']",['Rob Cohen']
The Theory of Everything,266856,"['Eddie Redmayne', 'Felicity Jones', 'Charlie Cox']",['James Marsh']
Malibu's Most Wanted,13411,"['Jamie Kennedy', 'Taye Diggs', 'Anthony Anderson']",['John Whitesell']
Where the Heart Is,10564,"['Natalie Portman', 'Ashley Judd', 'Stockard Channing']",['Matt Williams']
Lawrence of Arabia,947,"[""Peter O'Toole"", 'Alec Guinness', 'Anthony Quinn']",['David Lean']
Halloween II,24150,"['Scout Taylor-Compton', 'Sheri Moon Zombie', 'Tyler Mane']",['Rob Zombie']
Wild,228970,"['Reese Witherspoon', 'Laura Dern', 'Thomas Sadoski']",['Jean-Marc Vallée']
The Last House on the Left,18405,"['Garret Dillahunt', 'Michael Bowen', 'Joshua Cox']",['Dennis Iliadis']
The Wedding Date,6961,"['Debra Messing', 'Dermot Mulroney', 'Amy Adams']",['Clare Kilner']
Halloween: Resurrection,11442,"['Jamie Lee Curtis', 'Brad Loree', 'Busta Rhymes']",['Rick Rosenthal']
The Princess Bride,2493,"['Cary Elwes', 'Robin Wright', 'Mandy Patinkin']",['Rob Reiner']
The Great Debaters,14047,"['Denzel Washington', 'Nate Parker', 'Forest Whitaker']",['Denzel Washington']
Drive,64690,"['Ryan Gosling', 'Carey Mulligan', 'Bryan Cranston']",['Nicolas Winding Refn']
Confessions of a Teenage Drama Queen,11132,"['Lindsay Lohan', 'Adam Garcia', 'Glenne Headly']",['Sara Sugarman']
The Object of My Affection,17127,"['Jennifer Aniston', 'Paul Rudd', 'Hayden Panettiere']",['Nicholas Hytner']
28 Weeks Later,1562,"['Imogen Poots', 'Robert Carlyle', 'Rose Byrne']",['Juan Carlos Fresnadillo']
When the Game Stands Tall,232679,"['Jim Caviezel', 'Michael Chiklis', 'Laura Dern']",['Thomas Carter']
Because of Winn-Dixie,17880,"['Jeff Daniels', 'AnnaSophia Robb', 'Cicely Tyson']",['Wayne Wang']
Love & Basketball,14736,"['Chris Warren, Jr.', 'Kyla Pratt', 'Sanaa Lathan']",['Gina Prince-Bythewood']
Grosse Pointe Blank,9434,"['John Cusack', 'Minnie Driver', 'Dan Aykroyd']",['George Armitage']
All About Steve,23706,"['Sandra Bullock', 'Thomas Haden Church', 'Bradley Cooper']",['Phil Traill']
Book of Shadows: Blair Witch 2,11531,"['Kim Director', 'Jeffrey Donovan', 'Erica Leerhsen']",['Joe Berlinger']
The Craft,9100,"['Robin Tunney', 'Fairuza Balk', 'Neve Campbell']",['Andrew Fleming']
Match Point,116,"['Jonathan Rhys Meyers', 'Scarlett Johansson', 'Emily Mortimer']",['Woody Allen']
Ramona and Beezus,38843,"['Joey King', 'Selena Gomez', 'John Corbett']",['Elizabeth Allen Rosenbaum']
The Remains of the Day,1245,"['Anthony Hopkins', 'Emma Thompson', 'James Fox']",['James Ivory']
Boogie Nights,4995,"['Mark Wahlberg', 'Burt Reynolds', 'John C. Reilly']",['Paul Thomas Anderson']
Nowhere to Run,10413,"['Jean-Claude Van Damme', 'Rosanna Arquette', 'Kieran Culkin']",['Robert Harmon']
Flicka,14012,"['Tim McGraw', 'Maria Bello', 'Armie Hammer']",['Michael Mayer']
The Hills Have Eyes 2,9793,"['Michael Bailey Smith', 'Archie Kao', 'Jay Acovone']",['Martin Weisz']
Urban Legends: Final Cut,12212,"['Jennifer Morrison', 'Matthew Davis', 'Loretta Devine']",['John Ottman']
Tuck Everlasting,13768,"['Alexis Bledel', 'William Hurt', 'Sissy Spacek']",['Jay Russell']
The Marine,8975,"['John Cena', 'Kelly Carlson', 'Robert Patrick']",['John Bonito']
Keanu,342521,"['Jordan Peele', 'Keegan-Michael Key', 'Tiffany Haddish']",['Peter Atencio']
Country Strong,45272,"['Gwyneth Paltrow', 'Garrett Hedlund', 'Tim McGraw']",['Shana Feste']
Disturbing Behavior,9424,"['James Marsden', 'Katie Holmes', 'Nick Stahl']",['David Nutter']
The Place Beyond the Pines,97367,"['Ryan Gosling', 'Bradley Cooper', 'Eva Mendes']",['Derek Cianfrance']
The November Man,254904,"['Pierce Brosnan', 'Luke Bracey', 'Olga Kurylenko']",['Roger Donaldson']
Eye of the Beholder,18681,"['Ewan McGregor', 'Ashley Judd', 'Patrick Bergin']",['Stephan Elliott']
The Hurt Locker,12162,"['Jeremy Renner', 'Anthony Mackie', 'Brian Geraghty']",['Kathryn Bigelow']
Firestarter,11495,"['David Keith', 'Drew Barrymore', 'Freddie Jones']",['Mark L. Lester']
Killing Them Softly,64689,"['Brad Pitt', 'Scoot McNairy', 'Ben Mendelsohn']",['Andrew Dominik']
A Most Wanted Man,157849,"['Philip Seymour Hoffman', 'Rachel McAdams', 'Robin Wright']",['Anton Corbijn']
Freddy Got Fingered,13166,"['Tom Green', 'Rip Torn', 'Marisa Coughlan']",['Tom Green']
VeggieTales: The Pirates Who Don't Do Anything,15511,"['Phil Vischer', 'Mike Nawrocki', 'Cam Clarke']",['Mike Nawrocki']
U2 3D,37003,"['Bono', 'The Edge', 'Adam Clayton']",['Mark Pellington']
Highlander: Endgame,12211,"['Christopher Lambert', 'Bruce Payne', 'Adrian Paul']",['Douglas Aarniokoski']
Idlewild,13816,"['André Benjamin', 'Paula Patton', 'Terrence Howard']",['Bryan Barber']
One Day,51828,"['Anne Hathaway', 'Jim Sturgess', 'Patricia Clarkson']",['Lone Scherfig']
Whip It,22798,"['Ellen Page', 'Alia Shawkat', 'Kristen Wiig']",['Drew Barrymore']
Knockaround Guys,7501,"['Barry Pepper', 'Andy Davoli', 'Seth Green']",['Brian Koppelman']
Confidence,10743,"['Edward Burns', 'Rachel Weisz', 'Morris Chestnut']",['James Foley']
The Muse,37718,"['Albert Brooks', 'Sharon Stone', 'Andie MacDowell']",['Albert Brooks']
De-Lovely,15237,"['Kevin Kline', 'Ashley Judd', 'Jonathan Pryce']",['Irwin Winkler']
New York Stories,9686,"['Woody Allen', 'Marvin Chatinover', 'Mae Questel']",['Francis Ford Coppola']
Barney's Great Adventure,17644,[],['Steve Gomer']
The Man with the Iron Fists,97430,"['Russell Crowe', 'Lucy Liu', 'Jamie Chung']",['RZA']
Home Fries,12257,"['Drew Barrymore', ""Catherine O'Hara"", 'Luke Wilson']",['Dean Parisot']
Here On Earth,13539,"['Leelee Sobieski', 'Chris Klein', 'Josh Hartnett']",['Mark Piznarski']
Brazil,68,"['Jonathan Pryce', 'Robert De Niro', 'Katherine Helmond']",['Terry Gilliam']
Raise Your Voice,14024,"['Hilary Duff', 'Oliver James', 'David Keith']",['Sean McNamara']
The Big Lebowski,115,"['Jeff Bridges', 'John Goodman', 'Julianne Moore']",['Joel Coen']
Black Snake Moan,7874,"['Samuel L. Jackson', 'Christina Ricci', 'Justin Timberlake']",['Craig Brewer']
Dark Blue,4911,"['Kurt Russell', 'Scott Speedman', 'Michael Michele']",['Ron Shelton']
A Mighty Heart,1988,"['Angelina Jolie', 'Dan Futterman', 'Irrfan Khan']",['Michael Winterbottom']
Whatever It Takes,16222,"[""Jodi Lyn O'Keefe"", 'Shane West', 'Marla Sokoloff']",['David Raynr']
Boat Trip,9557,"['Cuba Gooding Jr.', 'Horatio Sanz', 'Roselyn Sánchez']",['Mort Nathan']
The Importance of Being Earnest,9026,"['Rupert Everett', 'Colin Firth', 'Reese Witherspoon']",['Oliver Parker']
The Love Letter,57943,"['Campbell Scott', 'Jennifer Jason Leigh', 'David Dukes']",['Dan Curtis']
Hoot,18276,"['Luke Wilson', 'Logan Lerman', 'Brie Larson']",['Wil Shriner']
In Bruges,8321,"['Colin Farrell', 'Brendan Gleeson', 'Ralph Fiennes']",['Martin McDonagh']
Peeples,72359,"['Craig Robinson', 'Kerry Washington', 'David Alan Grier']",['Tina Gordon Chism']
The Rocker,10186,"['Rainn Wilson', 'Josh Gad', 'Christina Applegate']",['Peter Cattaneo']
Post Grad,25704,"['Alexis Bledel', 'Zach Gilford', 'Rodrigo Santoro']",['Vicky Jenson']
Promised Land,133694,"['Matt Damon', 'John Krasinski', 'Frances McDormand']",['Gus Van Sant']
Whatever Works,19265,"['Larry David', 'Evan Rachel Wood', 'Adam Brooks']",['Woody Allen']
The In Crowd,36047,"['Susan Ward', 'Lori Heuring', 'Matthew Settle']",['Mary Lambert']
The Three Burials of Melquiades Estrada,8053,"['Tommy Lee Jones', 'Barry Pepper', 'Dwight Yoakam']",['Tommy Lee Jones']
Jakob the Liar,2290,"['Robin Williams', 'Armin Mueller-Stahl', 'Hannah Taylor-Gordon']",['Peter Kassovitz']
Kiss Kiss Bang Bang,5236,"['Robert Downey Jr.', 'Val Kilmer', 'Michelle Monaghan']",['Shane Black']
Idle Hands,6552,"['Devon Sawa', 'Seth Green', 'Jessica Alba']",['Rodman Flender']
Mulholland Drive,1018,"['Naomi Watts', 'Laura Harring', 'Ann Miller']",['David Lynch']
Blood and Chocolate,10075,"['Agnes Bruckner', 'Hugh Dancy', 'Katja Riemann']",['Katja von Garnier']
You Will Meet a Tall Dark Stranger,38031,"['Gemma Jones', 'Anthony Hopkins', 'Naomi Watts']",['Woody Allen']
Never Let Me Go,42188,"['Carey Mulligan', 'Andrew Garfield', 'Keira Knightley']",['Mark Romanek']
The Company,112430,"[""Chris O'Donnell"", 'Alfred Molina', 'Michael Keaton']",['Mikael Salomon']
Transsiberian,6687,"['Woody Harrelson', 'Emily Mortimer', 'Kate Mara']",['Brad Anderson']
The Clan of the Cave Bear,13853,"['Daryl Hannah', 'Pamela Reed', 'James Remar']",['Michael Chapman']
Crazy in Alabama,31306,"['Melanie Griffith', 'David Morse', 'Lucas Black']",['Antonio Banderas']
Funny Games,8461,"['Naomi Watts', 'Tim Roth', 'Michael Pitt']",['Michael Haneke']
Listening,331592,"['Thomas Stroppel', 'Artie Ahr', 'Amber Marie Bollinger']",['Khalil Sullins']
Felicia's Journey,47692,"['Bob Hoskins', 'Elaine Cassidy', 'Arsinée Khanjian']",['Atom Egoyan']
Metropolis,19,"['Brigitte Helm', 'Alfred Abel', 'Gustav Fröhlich']",['Fritz Lang']
District B13,10045,"['David Belle', 'Cyril Raffaelli', ""Tony D'Amario""]",['Pierre Morel']
Things to Do in Denver When You're Dead,400,"['Andy García', 'Christopher Lloyd', 'William Forsythe']",['Gary Fleder']
The Assassin,253450,"['Shu Qi', 'Chang Chen', 'Nikki Hsieh']",['Hou Hsiao-hsien']
Buffalo Soldiers,9104,"['Joaquin Phoenix', 'Ed Harris', 'Scott Glenn']",['Gregor Jordan']
The Return,11190,"['Vladimir Garin', 'Konstantin Lavronenko', 'Nataliya Vdovina']",['Andrey Zvyagintsev']
Ong Bak 2,16353,"['Tony Jaa', 'Sarunyu Wongkrachang', 'Sorapong Chatree']",['Tony Jaa']
Centurion,23759,"['Michael Fassbender', 'Olga Kurylenko', 'David Morrissey']",['Neil Marshall']
Silent Trigger,24206,"['Dolph Lundgren', 'Gina Bellman', 'Conrad Dunn']",['Russell Mulcahy']
The Midnight Meat Train,10185,"['Bradley Cooper', 'Vinnie Jones', 'Brooke Shields']",['Ryûhei Kitamura']
Winnie Mandela,75033,"['Elias Koteas', 'Terrence Howard', 'Jennifer Hudson']",['Darrell James Roodt']
The Son of No One,74536,"['Channing Tatum', 'Al Pacino', 'Juliette Binoche']",['Dito Montiel']
All The Queen's Men,31668,"['Matt LeBlanc', 'Eddie Izzard', 'James Cosmo']",['Stefan Ruzowitzky']
The Good Night,13501,"['Penélope Cruz', 'Martin Freeman', 'Gwyneth Paltrow']",['Jake Paltrow']
Bathory: Countess of Blood,15208,"['Anna Friel', 'Karel Roden', 'Hans Matheson']",['Juraj Jakubisko']
Khumba,172391,"['Jake T. Austin', 'Liam Neeson', 'Steve Buscemi']",['Anthony Silverston']
Automata,262543,"['Antonio Banderas', 'Birgitte Hjort Sørensen', 'Dylan McDermott']",['Gabe Ibáñez']
Dungeons & Dragons: Wrath of the Dragon God,9288,"['Bruce Payne', 'Mark Dymond', 'Clemency Burton-Hill']",['Gerry Lively']
Shinjuku Incident,20083,"['Jackie Chan', 'Naoto Takenaka', 'Daniel Wu']",['Derek Yee Tung-Sing']
Pandaemonium,40880,"['Linus Roache', 'John Hannah', 'Samantha Morton']",['Julien Temple']
Groundhog Day,137,"['Bill Murray', 'Andie MacDowell', 'Chris Elliott']",['Harold Ramis']
Magic Mike XXL,264999,"['Channing Tatum', 'Matt Bomer', 'Joe Manganiello']",['Gregory Jacobs']
Romeo + Juliet,454,"['Leonardo DiCaprio', 'Claire Danes', 'John Leguizamo']",['Baz Luhrmann']
Sarah's Key,53457,"['Kristin Scott Thomas', 'Niels Arestrup', 'Frédéric Pierrot']",['Gilles Paquet-Brenner']
Freedom,288980,"['Cuba Gooding Jr.', 'William Sadler', 'Sharon Leal']",['Peter Cousens']
Unforgiven,33,"['Clint Eastwood', 'Gene Hackman', 'Morgan Freeman']",['Clint Eastwood']
Manderlay,1951,"['Bryce Dallas Howard', 'Isaach De Bankolé', 'Danny Glover']",['Lars von Trier']
Slumdog Millionaire,12405,"['Dev Patel', 'Freida Pinto', 'Anil Kapoor']",['Danny Boyle']
Fatal Attraction,10998,"['Michael Douglas', 'Glenn Close', 'Anne Archer']",['Adrian Lyne']
Pretty Woman,114,"['Julia Roberts', 'Richard Gere', 'Ralph Bellamy']",['Garry Marshall']
Crocodile Dundee II,9396,"['Paul Hogan', 'Linda Kozlowski', 'John Meillon']",['John Cornell']
Broken Horses,319910,"['María Valverde', ""Vincent D'Onofrio"", 'Thomas Jane']",['Vidhu Vinod Chopra']
Born on the Fourth of July,2604,"['Tom Cruise', 'Raymond J. Barry', 'Caroline Kava']",['Oliver Stone']
Cool Runnings,864,"['Leon Robinson', 'Doug E. Doug', 'Rawle D. Lewis']",['Jon Turteltaub']
My Bloody Valentine,14435,"['Jensen Ackles', 'Jaime King', 'Kerr Smith']",['Patrick Lussier']
Stomp the Yard,1931,"['Columbus Short', 'Meagan Good', 'Ne-Yo']",['Sylvain White']
The Spy Who Loved Me,691,"['Roger Moore', 'Barbara Bach', 'Curd Jürgens']",['Lewis Gilbert']
Urban Legend,9877,"['Alicia Witt', 'Jared Leto', 'Rebecca Gayheart']",['Jamie Blanks']
Good Deeds,62008,"['Tyler Perry', 'Phylicia Rashād', 'Thandie Newton']",['Tyler Perry']
White Fang,12227,"['Klaus Maria Brandauer', 'Ethan Hawke', 'Seymour Cassel']",['Randal Kleiser']
Superstar,13824,"['Molly Shannon', 'Will Ferrell', 'Elaine Hendrix']",['Bruce McCulloch']
The Iron Lady,71688,"['Meryl Streep', 'Anthony Stewart Head', 'Harry Lloyd']",['Phyllida Lloyd']
Jonah: A VeggieTales Movie,15173,"['Phil Vischer', 'Mike Nawrocki', 'Tim Hodge']",['Phil Vischer']
Poetic Justice,8291,"['Janet Jackson', 'Tupac Amaru Shakur', 'Regina King']",['John Singleton']
All About the Benjamins,13950,"['Ice Cube', 'Mike Epps', 'Tommy Flanagan']",['Kevin Bray']
Vampire in Brooklyn,12158,"['Eddie Murphy', 'Angela Bassett', 'Allen Payne']",['Wes Craven']
Exorcist II: The Heretic,11586,"['Linda Blair', 'Richard Burton', 'Louise Fletcher']",['John Boorman']
An American Haunting,10008,"['Donald Sutherland', 'Sissy Spacek', ""James D'Arcy""]",['Courtney Solomon']
My Boss's Daughter,2830,"['Ashton Kutcher', 'Tara Reid', 'Andy Richter']",['David Zucker']
A Perfect Getaway,12403,"['Milla Jovovich', 'Timothy Olyphant', 'Steve Zahn']",['David Twohy']
Our Family Wedding,34563,"['Forest Whitaker', 'America Ferrera', 'Carlos Mencia']",['Rick Famuyiwa']
Dead Man on Campus,14557,"['Tom Everett Scott', 'Mark-Paul Gosselaar', 'Poppy Montgomery']",['Alan Cohn']
Tea with Mussolini,10368,"['Cher', 'Judi Dench', 'Joan Plowright']",['Franco Zeffirelli']
Thinner,10280,"['Robert John Burke', 'Joe Mantegna', 'Lucinda Jenney']",['Tom Holland']
"New York, New York",12637,"['Liza Minnelli', 'Robert De Niro', 'Lionel Stander']",['Martin Scorsese']
Crooklyn,34152,"['Alfre Woodard', 'Delroy Lindo', 'David Patrick Kelly']",['Spike Lee']
I Think I Love My Wife,14434,"['Chris Rock', 'Kerry Washington', 'Gina Torres']",['Chris Rock']
Jason X,11470,"['Kane Hodder', 'Lexa Doig', 'Chuck Campbell']",['James Isaac']
Bobby,10741,"['Anthony Hopkins', 'Heather Graham', 'Ashton Kutcher']",['Emilio Estevez']
Head Over Heels,24940,"['Monica Potter', 'Freddie Prinze Jr.', 'Shalom Harlow']",['Mark Waters']
Fun Size,82679,"['Victoria Justice', 'Jackson Nicoll', 'Chelsea Handler']",['Josh Schwartz']
The Diving Bell and the Butterfly,2013,"['Mathieu Amalric', 'Emmanuelle Seigner', 'Marie-Josée Croze']",['Julian Schnabel']
Little Children,1440,"['Kate Winslet', 'Patrick Wilson', 'Jennifer Connelly']",['Todd Field']
Gossip,18041,"['Joshua Jackson', 'James Marsden', 'Kate Hudson']",['Davis Guggenheim']
A Walk on the Moon,28029,"['Diane Lane', 'Viggo Mortensen', 'Liev Schreiber']",['Tony Goldwyn']
Catch a Fire,1123,"['Tim Robbins', 'Derek Luke', 'Bonnie Henna']",['Phillip Noyce']
Soul Survivors,14033,"['Eliza Dushku', 'Melissa Sagemiller', 'Wes Bentley']",['Stephen Carpenter']
Jefferson in Paris,87729,"['Nick Nolte', 'Greta Scacchi', 'Thandie Newton']",['James Ivory']
Easy Virtue,16899,"['Jessica Biel', 'Ben Barnes', 'Kristin Scott Thomas']",['Stephan Elliott']
Caravans,41317,"['Anthony Quinn', ""Jennifer O'Neill"", 'Michael Sarrazin']",['James Fargo']
Mr. Turner,245700,"['Timothy Spall', 'Dorothy Atkinson', 'Marion Bailey']",['Mike Leigh']
Wild Grass,37842,"['André Dussollier', 'Sabine Azéma', 'Emmanuelle Devos']",['Alain Resnais']
Amen.,9045,"['Ulrich Tukur', 'Mathieu Kassovitz', 'Ulrich Mühe']",['Costa-Gavras']
Reign of Assassins,44092,"['Michelle Yeoh', 'Jung Woo-sung', 'Wang Xue-qi']",['John Woo']
The Lucky Ones,16005,"['Tim Robbins', 'Rachel McAdams', 'Michael Peña']",['Neil Burger']
Margaret,44754,"['Anna Paquin', 'Matt Damon', 'Mark Ruffalo']",['Kenneth Lonergan']
Stan Helsing,23988,"['Diora Baird', 'Leslie Nielsen', 'Steve Howey']",['Bo Zenga']
Flipped,43949,"['Madeline Carroll', 'Callan McAuliffe', 'Rebecca De Mornay']",['Rob Reiner']
Brokeback Mountain,142,"['Heath Ledger', 'Jake Gyllenhaal', 'Randy Quaid']",['Ang Lee']
Clueless,9603,"['Alicia Silverstone', 'Stacey Dash', 'Brittany Murphy']",['Amy Heckerling']
Far from Heaven,10712,"['Julianne Moore', 'Dennis Quaid', 'Dennis Haysbert']",['Todd Haynes']
Hot Tub Time Machine 2,243938,"['Rob Corddry', 'Craig Robinson', 'Clark Duke']",['Steve Pink']
Quills,10876,"['Geoffrey Rush', 'Kate Winslet', 'Joaquin Phoenix']",['Philip Kaufman']
Seven Psychopaths,86838,"['Colin Farrell', 'Sam Rockwell', 'Woody Harrelson']",['Martin McDonagh']
The Caveman's Valentine,25208,"['Samuel L. Jackson', 'Colm Feore', 'Ann Magnuson']",['Kasi Lemmons']
Downfall,613,"['Bruno Ganz', 'Alexandra Maria Lara', 'Corinna Harfouch']",['Oliver Hirschbiegel']
The Sea Inside,1913,"['Javier Bardem', 'Belén Rueda', 'Lola Dueñas']",['Alejandro Amenábar']
Under the Skin,97370,"['Scarlett Johansson', 'Kryštof Hádek', 'Paul Brannigan']",['Jonathan Glazer']
"Good Morning, Vietnam",801,"['Robin Williams', 'Forest Whitaker', 'Tung Thanh Tran']",['Barry Levinson']
The Last Godfather,70829,"['Harvey Keitel', 'Jason Mewes', 'Blake Clark']",['Shim Hyung-Rae']
Justin Bieber: Never Say Never,54518,"['Justin Bieber', 'Miley Cyrus', 'Usher Raymond']",['Jon M. Chu']
Black Swan,44214,"['Natalie Portman', 'Mila Kunis', 'Vincent Cassel']",['Darren Aronofsky']
The Godfather: Part II,240,"['Al Pacino', 'Robert Duvall', 'Diane Keaton']",['Francis Ford Coppola']
Save the Last Dance,9816,"['Julia Stiles', 'Sean Patrick Thomas', 'Kerry Washington']",['Thomas Carter']
A Nightmare on Elm Street 4: The Dream Master,10131,"['Robert Englund', 'Tuesday Knight', 'Ken Sagoes']",['Renny Harlin']
Miracles from Heaven,339984,"['Jennifer Garner', 'Kylie Rogers', 'Martin Henderson']",['Patricia Riggen']
"Dude, Where’s My Car?",8859,"['Ashton Kutcher', 'Seann William Scott', 'Kristy Swanson']",['Danny Leiner']
Young Guns,11967,"['Emilio Estevez', 'Kiefer Sutherland', 'Lou Diamond Phillips']",['Christopher Cain']
St. Vincent,239563,"['Bill Murray', 'Melissa McCarthy', 'Naomi Watts']",['Theodore Melfi']
About Last Night,222899,"['Kevin Hart', 'Michael Ealy', 'Regina Hall']",['Steve Pink']
10 Things I Hate About You,4951,"['Heath Ledger', 'Julia Stiles', 'Joseph Gordon-Levitt']",['Gil Junger']
The New Guy,10985,"['DJ Qualls', 'Eliza Dushku', 'Zooey Deschanel']",['Ed Decter']
National Lampoon's Loaded Weapon 1,9644,"['Emilio Estevez', 'Samuel L. Jackson', 'Jon Lovitz']",['Gene Quintano']
The Shallows,332567,"['Blake Lively', 'Óscar Jaenada', 'Angelo Josue Lozano Corzo']",['Jaume Collet-Serra']
The Butterfly Effect,1954,"['Ashton Kutcher', 'Melora Walters', 'Amy Smart']",['Eric Bress']
Snow Day,15489,"['Chevy Chase', 'Chris Elliott', 'Jean Smart']",['Chris Koch']
This Christmas,15250,"['Loretta Devine', 'Delroy Lindo', 'Idris Elba']",['Preston A. Whitmore II']
Baby Geniuses,22345,"['Kathleen Turner', 'Christopher Lloyd', 'Kim Cattrall']",['Bob Clark']
The Big Hit,9448,"['Mark Wahlberg', 'Lou Diamond Phillips', 'Christina Applegate']",['Kirk Wong']
Harriet the Spy,38223,"['Michelle Trachtenberg', ""Rosie O'Donnell"", 'J. Smith-Cameron']",['Bronwen Hughes']
Child's Play 2,11186,"['Alex Vincent', 'Jenny Agutter', 'Gerrit Graham']",['John Lafia']
No Good Deed,136835,"['Idris Elba', 'Taraji P. Henson', 'Leslie Bibb']",['Sam Miller']
The Mist,5876,"['Thomas Jane', 'Marcia Gay Harden', 'Laurie Holden']",['Frank Darabont']
Ex Machina,264660,"['Domhnall Gleeson', 'Alicia Vikander', 'Oscar Isaac']",['Alex Garland']
Being John Malkovich,492,"['John Cusack', 'Cameron Diaz', 'Catherine Keener']",['Spike Jonze']
Two Can Play That Game,25462,"['Vivica A. Fox', 'Morris Chestnut', 'Anthony Anderson']",['Mark Brown']
Earth to Echo,238603,"['Teo Halm', 'Astro', 'Resse Hartwig']",['Dave Green']
Crazy/Beautiful,10691,"['Kirsten Dunst', 'Jay Hernandez', 'Bruce Davison']",['John Stockwell']
Letters from Iwo Jima,1251,"['Ken Watanabe', 'Kazunari Ninomiya', 'Tsuyoshi Ihara']",['Clint Eastwood']
The Astronaut Farmer,5172,"['Billy Bob Thornton', 'Virginia Madsen', 'Max Thieriot']",['Michael Polish']
Woo,58680,"['Jada Pinkett Smith', 'Tommy Davidson', 'Duane Martin']",['Daisy von Scherler Mayer']
Room,264644,"['Brie Larson', 'Jacob Tremblay', 'Joan Allen']",['Lenny Abrahamson']
Dirty Work,14577,"['Norm Macdonald', 'Artie Lange', 'Jack Warden']",['Bob Saget']
Serial Mom,11592,"['Kathleen Turner', 'Sam Waterston', 'Ricki Lake']",['John Waters']
Dick,16406,"['Kirsten Dunst', 'Michelle Williams', 'Will Ferrell']",['Andrew Fleming']
Light It Up,19052,"['Usher Raymond', 'Vanessa Williams', 'Forest Whitaker']",['Craig Bolotin']
54,3682,"['Ryan Phillippe', 'Salma Hayek', 'Breckin Meyer']",['Mark Christopher']
Bubble Boy,9683,"['Jake Gyllenhaal', 'Swoosie Kurtz', 'Marley Shelton']",['Blair Hayes']
Birthday Girl,2084,"['Nicole Kidman', 'Ben Chaplin', 'Vincent Cassel']",['Jez Butterworth']
21 & Over,107811,"['Miles Teller', 'Skylar Astin', 'Justin Chon']",['Jon Lucas']
"Paris, je t'aime",2266,"['Steve Buscemi', 'Natalie Portman', 'Willem Dafoe']",['Isabel Coixet']
Resurrecting the Champ,13074,"['Samuel L. Jackson', 'Josh Hartnett', 'Alan Alda']",['Rod Lurie']
Admission,144340,"['Tina Fey', 'Paul Rudd', 'Michael Sheen']",['Paul Weitz']
The Widow of Saint-Pierre,48217,"['Daniel Auteuil', 'Emir Kusturica', 'Juliette Binoche']",['Patrice Leconte']
Chloe,28211,"['Julianne Moore', 'Liam Neeson', 'Amanda Seyfried']",['Atom Egoyan']
Faithful,47502,"['Cher', 'Chazz Palminteri', ""Ryan O'Neal""]",['Paul Mazursky']
Find Me Guilty,9950,"['Vin Diesel', 'Alex Rocco', 'Frank Pietrangolare']",['Sidney Lumet']
The Perks of Being a Wallflower,84892,"['Logan Lerman', 'Emma Watson', 'Ezra Miller']",['Stephen Chbosky']
Excessive Force,24227,"['Thomas Ian Griffith', 'Lance Henriksen', 'James Earl Jones']",['Jon Hess']
Infamous,9672,"['Sigourney Weaver', 'Toby Jones', 'Gwyneth Paltrow']",['Douglas McGrath']
The Claim,44853,"['Peter Mullan', 'Milla Jovovich', 'Wes Bentley']",['Michael Winterbottom']
The Vatican Tapes,157544,"['Olivia Taylor Dudley', 'Michael Peña', 'Djimon Hounsou']",['Mark Neveldine']
Attack the Block,59678,"['Nick Frost', 'Jodie Whittaker', 'John Boyega']",['Joe Cornish']
In the Land of Blood and Honey,79777,"['Zana Marjanović', 'Goran Kostić', 'Branko Đurić']",['Angelina Jolie']
The Call,158011,"['Halle Berry', 'Abigail Breslin', 'Morris Chestnut']",['Brad Anderson']
Operation Chromite,407887,"['Lee Jung-jae', 'Liam Neeson', 'Lee Beom-soo']",['John H. Lee']
The Crocodile Hunter: Collision Course,17043,"['Steve Irwin', 'Terri Irwin', 'Magda Szubanski']",['John Stainton']
I Love You Phillip Morris,8952,"['Jim Carrey', 'Ewan McGregor', 'Leslie Mann']",['Glenn Ficarra']
Quest for Fire,62204,"['Everett McGill', 'Ron Perlman', 'Nicholas Kadi']",['Jean-Jacques Annaud']
Antwone Fisher,13435,"['Derek Luke', 'Malcolm David Kelley', 'Cory Hodges']",['Denzel Washington']
The Emperor's Club,17187,"['Kevin Kline', 'Emile Hirsch', 'Embeth Davidtz']",['Michael Hoffman']
True Romance,319,"['Christian Slater', 'Patricia Arquette', 'Michael Rapaport']",['Tony Scott']
Womb,59457,"['Eva Green', 'Matt Smith', 'Lesley Manville']",['Benedek Fliegauf']
Glengarry Glen Ross,9504,"['Al Pacino', 'Jack Lemmon', 'Alec Baldwin']",['James Foley']
The Killer Inside Me,37414,"['Casey Affleck', 'Kate Hudson', 'Jessica Alba']",['Michael Winterbottom']
Cat People,6217,"['Nastassja Kinski', 'Malcolm McDowell', 'John Heard']",['Paul Schrader']
Sorority Row,26688,"['Rumer Willis', 'Briana Evigan', 'Jamie Chung']",['Stewart Hendler']
The Prisoner of Zenda,43867,"['Ronald Colman', 'Madeleine Carroll', 'Raymond Massey']",['John Cromwell']
